Route ID,Source,Destination,Carrier,Distance (km),Cost per km ($),Total Cost ($),Delivery Time (hrs),Delivery Status
R8706,San Francisco,Boston,Carrier C,971,2.52,2446.92,11.75,Delivered
R8707,Las Vegas,Phoenix,Carrier C,1151,2.05,2359.55,17.48,Delivered
R8708,Las Vegas,Las Vegas,Carrier B,2214,1.52,3365.28,26.17,Delivered
R8709,Philadelphia,San Francisco,Carrier A,1607,3.17,5094.19,19.64,Pending
R8710,Seattle,New York,Carrier C,1757,2.18,3830.26,23.58,Pending
R8711,New York,Dallas,Carrier B,3345,1.69,5653.05,43.02,Pending
R8712,Phoenix,San Francisco,Carrier B,2185,1.82,3976.7,25.04,Pending
R8713,Denver,Houston,Carrier C,4207,2.3,9676.1,43.49,Pending
R8714,New York,Houston,Carrier A,1151,1.72,1979.72,11.58,Pending
R8715,Las Vegas,Miami,Carrier A,1824,3.34,6092.16,26.58,Delivered
R8716,Phoenix,Dallas,Carrier B,4909,2.38,11683.42,59.99,Delivered
R8717,Detroit,Los Angeles,Carrier A,3808,3.31,12604.48,59.57,In Transit
R8718,Houston,Philadelphia,Carrier C,4339,3.28,14231.92,69.45,Pending
R8719,Los Angeles,New York,Carrier C,3472,1.77,6145.44,41.36,Pending
R8720,Boston,Seattle,Carrier C,2334,1.85,4317.9,30.1,In Transit
R8721,Chicago,Boston,Carrier B,4763,3.36,16003.68,78.82,Delivered
R8722,Phoenix,Seattle,Carrier A,3864,3.43,13253.52,50.86,Delivered
R8723,Boston,Phoenix,Carrier B,2229,1.59,3544.11,25.83,Delivered
R8724,Philadelphia,Los Angeles,Carrier A,3340,3.27,10921.8,41.98,In Transit
R8725,Denver,Las Vegas,Carrier A,3458,2.98,10304.84,52.18,In Transit
R8726,Dallas,San Francisco,Carrier B,3877,2.13,8258.01,63.44,Delivered
R8727,Detroit,Los Angeles,Carrier C,3110,2.58,8023.8,48.85,In Transit
R8728,Detroit,Philadelphia,Carrier B,1407,2.71,3812.97,22.77,Delivered
R8729,Boston,Dallas,Carrier B,891,3.35,2984.85,12.3,In Transit
R8730,Philadelphia,Atlanta,Carrier C,3310,2.99,9896.9,53.32,In Transit
R8731,Atlanta,Boston,Carrier A,1521,3.41,5186.61,20.58,Pending
R8732,Boston,Dallas,Carrier A,2386,2.56,6108.16,37.15,Delivered
R8733,Seattle,Dallas,Carrier C,461,1.75,806.75,6.42,Delivered
R8734,Detroit,Phoenix,Carrier B,3861,3.47,13397.67,45.49,Pending
R8735,San Francisco,Denver,Carrier B,1945,1.93,3753.85,21.74,Delivered
R8736,Detroit,Seattle,Carrier B,614,2.41,1479.74,6.29,Delivered
R8737,Atlanta,Miami,Carrier A,4370,1.61,7035.7,69.03,Delivered
R8738,Phoenix,Las Vegas,Carrier A,1502,3.02,4536.04,23.03,Pending
R8739,Boston,Denver,Carrier C,3107,1.94,6027.58,35.27,In Transit
R8740,Detroit,Miami,Carrier A,4361,2.36,10291.96,48.59,Delivered
R8741,Houston,Philadelphia,Carrier A,4093,1.86,7612.98,46.25,In Transit
R8742,San Francisco,Philadelphia,Carrier C,3307,3.3,10913.1,46.04,In Transit
R8743,San Francisco,Boston,Carrier C,419,2.35,984.65,4.24,Pending
R8744,New York,Dallas,Carrier A,3214,2.42,7777.88,32.18,In Transit
R8745,Los Angeles,Miami,Carrier B,4161,2.09,8696.49,49.0,Delivered
R8746,Miami,Denver,Carrier C,952,3.33,3170.16,12.87,Delivered
R8747,Phoenix,Philadelphia,Carrier B,2178,3.48,7579.44,22.51,Pending
R8748,Miami,Seattle,Carrier B,2281,2.97,6774.57,28.52,In Transit
R8749,Chicago,Atlanta,Carrier C,1555,2.87,4462.85,16.93,Pending
R8750,Los Angeles,Philadelphia,Carrier B,758,2.21,1675.18,9.68,Delivered
R8751,Detroit,Boston,Carrier A,2004,2.32,4649.28,26.96,Delivered
R8752,Atlanta,Boston,Carrier A,768,3.2,2457.6,10.83,Pending
R8753,Detroit,Phoenix,Carrier A,1848,2.9,5359.2,18.77,In Transit
R8754,Chicago,Dallas,Carrier B,4476,2.77,12398.52,60.44,In Transit
R8755,Los Angeles,Chicago,Carrier B,611,2.99,1826.89,6.41,Delivered
R8756,Phoenix,Houston,Carrier A,3546,1.63,5779.98,57.01,In Transit
R8757,Miami,Boston,Carrier B,2177,2.79,6073.83,31.89,Delivered
R8758,Chicago,Miami,Carrier B,2785,2.0,5570.0,37.63,In Transit
R8759,Los Angeles,Los Angeles,Carrier C,2123,3.35,7112.05,22.52,Delivered
R8760,Detroit,Detroit,Carrier C,1121,2.88,3228.48,12.17,Pending
R8761,Chicago,San Francisco,Carrier A,2249,1.78,4003.22,25.19,In Transit
R8762,San Francisco,Phoenix,Carrier A,3907,1.99,7774.93,51.82,In Transit
R8763,Houston,Chicago,Carrier B,2179,2.9,6319.1,34.36,In Transit
R8764,Miami,Miami,Carrier B,4116,1.55,6379.8,57.92,In Transit
R8765,New York,Denver,Carrier A,738,1.99,1468.62,8.87,Delivered
R8766,Los Angeles,Detroit,Carrier A,519,2.71,1406.49,5.61,Delivered
R8767,Detroit,New York,Carrier A,4211,3.27,13769.97,56.97,In Transit
R8768,Houston,Dallas,Carrier A,3763,2.01,7563.63,58.3,Pending
R8769,Detroit,Los Angeles,Carrier A,3017,1.66,5008.22,34.25,Pending
R8770,Las Vegas,Detroit,Carrier A,1040,1.53,1591.2,13.62,Pending
R8771,Chicago,San Francisco,Carrier C,2345,3.28,7691.6,25.41,Delivered
R8772,Phoenix,Los Angeles,Carrier B,4888,1.97,9629.36,77.62,Pending
R8773,Los Angeles,New York,Carrier B,3090,2.25,6952.5,43.19,Pending
R8774,Los Angeles,Chicago,Carrier A,2751,2.19,6024.69,36.51,Delivered
R8775,Boston,Dallas,Carrier A,3837,2.4,9208.8,46.18,Delivered
R8776,San Francisco,Philadelphia,Carrier C,692,3.02,2089.84,8.62,Pending
R8777,Philadelphia,Las Vegas,Carrier B,2912,1.98,5765.76,34.31,Pending
R8778,Chicago,Philadelphia,Carrier C,3756,2.28,8563.68,52.1,Delivered
R8779,Phoenix,Phoenix,Carrier C,1321,2.07,2734.47,15.44,Delivered
R8780,Los Angeles,Boston,Carrier A,994,3.38,3359.72,11.33,Pending
R8781,Detroit,Phoenix,Carrier A,3423,1.68,5750.64,34.81,Pending
R8782,Seattle,Dallas,Carrier A,3212,2.91,9346.92,40.66,Delivered
R8783,New York,Los Angeles,Carrier C,1613,2.07,3338.91,17.44,Delivered
R8784,Dallas,Seattle,Carrier C,2870,2.34,6715.8,33.23,In Transit
R8785,Houston,Phoenix,Carrier B,1499,2.49,3732.51,19.0,In Transit
R8786,Atlanta,Chicago,Carrier C,1695,2.93,4966.35,17.4,In Transit
R8787,Denver,Miami,Carrier C,902,1.84,1659.68,13.83,In Transit
R8788,Chicago,Miami,Carrier B,2696,1.82,4906.72,42.02,Delivered
R8789,Houston,Detroit,Carrier C,2138,1.58,3378.04,22.13,Pending
R8790,Miami,Philadelphia,Carrier A,2809,3.13,8792.17,40.95,Pending
R8791,Philadelphia,Atlanta,Carrier B,437,3.19,1394.03,4.47,Pending
R8792,Houston,Seattle,Carrier A,4953,2.71,13422.63,60.6,Delivered
R8793,New York,San Francisco,Carrier A,4379,2.89,12655.31,63.66,Delivered
R8794,Dallas,Boston,Carrier B,1199,1.81,2170.19,12.78,Delivered
R8795,Las Vegas,Philadelphia,Carrier B,4508,2.28,10278.24,49.03,In Transit
R8796,Atlanta,New York,Carrier B,1934,1.74,3365.16,31.66,In Transit
R8797,Denver,Seattle,Carrier A,1801,3.07,5529.07,27.3,Pending
R8798,Houston,Boston,Carrier B,2634,1.84,4846.56,26.66,Pending
R8799,Phoenix,Boston,Carrier A,4175,2.06,8600.5,51.71,Delivered
R8800,Houston,Las Vegas,Carrier C,2711,2.25,6099.75,42.68,In Transit
R8801,San Francisco,Las Vegas,Carrier C,885,2.68,2371.8,13.76,In Transit
R8802,Houston,Denver,Carrier A,1856,3.23,5994.88,21.33,Pending
R8803,Las Vegas,Phoenix,Carrier A,4802,3.33,15990.66,55.16,Pending
R8804,Chicago,Dallas,Carrier C,1863,1.99,3707.37,20.52,In Transit
R8805,Chicago,Dallas,Carrier C,456,1.53,697.68,6.02,In Transit
R8806,Chicago,New York,Carrier C,1000,3.05,3050.0,14.31,In Transit
R8807,Chicago,Denver,Carrier C,1866,2.44,4553.04,26.39,Delivered
R8808,Los Angeles,Phoenix,Carrier B,1112,1.68,1868.16,17.83,In Transit
R8809,Miami,Dallas,Carrier A,1141,2.71,3092.11,16.08,Pending
R8810,Seattle,Houston,Carrier C,1934,3.19,6169.46,25.25,In Transit
R8811,Los Angeles,Denver,Carrier A,3711,3.42,12691.62,50.68,Delivered
R8812,Denver,Detroit,Carrier B,4483,2.32,10400.56,60.97,Delivered
R8813,New York,New York,Carrier B,1656,3.29,5448.24,16.7,Delivered
R8814,Las Vegas,Phoenix,Carrier A,3610,3.1,11191.0,39.2,In Transit
R8815,San Francisco,Seattle,Carrier A,922,3.27,3014.94,13.92,In Transit
R8816,Dallas,Miami,Carrier B,2312,2.67,6173.04,36.36,Delivered
R8817,Miami,Seattle,Carrier B,4883,2.16,10547.28,77.37,Delivered
R8818,Chicago,Atlanta,Carrier B,4866,3.13,15230.58,76.86,Pending
R8819,San Francisco,Los Angeles,Carrier B,651,1.93,1256.43,7.52,Delivered
R8820,Los Angeles,Detroit,Carrier C,4149,2.76,11451.24,47.13,Pending
R8821,Phoenix,San Francisco,Carrier B,2625,3.18,8347.5,31.13,Pending
R8822,Las Vegas,Detroit,Carrier A,1272,1.73,2200.56,15.12,In Transit
R8823,Phoenix,New York,Carrier B,527,2.26,1191.02,8.68,Pending
R8824,Dallas,Las Vegas,Carrier C,3364,2.56,8611.84,37.97,Pending
R8825,Atlanta,Phoenix,Carrier B,1754,2.28,3999.12,17.57,Delivered
R8826,Denver,Las Vegas,Carrier A,3042,2.04,6205.68,47.43,In Transit
R8827,Houston,Chicago,Carrier B,3454,2.55,8807.7,47.04,Pending
R8828,Detroit,Miami,Carrier C,4282,2.16,9249.12,43.58,In Transit
R8829,Dallas,Chicago,Carrier A,3573,2.34,8360.82,52.62,In Transit
R8830,Philadelphia,Atlanta,Carrier B,2992,1.87,5595.04,38.25,In Transit
R8831,Denver,Detroit,Carrier A,3888,1.9,7387.2,45.69,Pending
R8832,Los Angeles,Dallas,Carrier B,3668,3.34,12251.12,41.4,In Transit
R8833,Philadelphia,Houston,Carrier C,786,2.08,1634.88,8.9,Delivered
R8834,New York,Philadelphia,Carrier A,780,2.98,2324.4,12.58,Delivered
R8835,Los Angeles,Phoenix,Carrier B,4099,2.13,8730.87,55.16,In Transit
R8836,San Francisco,Atlanta,Carrier C,3087,1.82,5618.34,37.83,Pending
R8837,New York,New York,Carrier C,2504,2.94,7361.76,26.58,Delivered
R8838,Denver,Dallas,Carrier B,485,1.84,892.4,6.16,Pending
R8839,Denver,Boston,Carrier B,4089,2.84,11612.76,57.53,Delivered
R8840,Atlanta,Phoenix,Carrier B,4014,2.97,11921.58,54.15,Delivered
R8841,Philadelphia,Atlanta,Carrier A,3319,2.63,8728.97,42.06,Delivered
R8842,Atlanta,Los Angeles,Carrier B,833,1.8,1499.4,9.69,In Transit
R8843,Detroit,Miami,Carrier A,2521,2.61,6579.81,35.52,Delivered
R8844,Denver,Atlanta,Carrier A,414,2.32,960.48,4.27,Pending
R8845,Phoenix,Seattle,Carrier C,3158,1.73,5463.34,32.03,Pending
R8846,Chicago,Atlanta,Carrier C,1350,1.58,2133.0,18.35,In Transit
R8847,New York,New York,Carrier B,1082,3.31,3581.42,12.0,In Transit
R8848,New York,Phoenix,Carrier A,3129,2.4,7509.6,40.73,Delivered
R8849,San Francisco,Miami,Carrier C,1650,2.87,4735.5,25.3,Delivered
R8850,Miami,New York,Carrier C,3464,2.16,7482.24,42.5,Delivered
R8851,Las Vegas,Denver,Carrier B,1304,3.41,4446.64,14.01,In Transit
R8852,Phoenix,Miami,Carrier A,567,1.82,1031.94,6.0,Pending
R8853,Denver,Denver,Carrier A,4414,1.51,6665.14,48.46,Pending
R8854,Los Angeles,Boston,Carrier A,1620,1.52,2462.4,26.24,Delivered
R8855,Houston,Miami,Carrier A,1316,1.71,2250.36,18.46,Pending
R8856,San Francisco,Los Angeles,Carrier B,527,2.27,1196.29,6.08,Pending
R8857,Miami,Detroit,Carrier C,4767,1.92,9152.64,71.53,Pending
R8858,Boston,New York,Carrier B,4605,2.38,10959.9,64.14,Delivered
R8859,Detroit,Detroit,Carrier B,765,3.37,2578.05,7.68,Pending
R8860,Denver,San Francisco,Carrier B,1157,2.16,2499.12,13.96,Delivered
R8861,Philadelphia,Los Angeles,Carrier A,3344,1.9,6353.6,51.95,In Transit
R8862,Las Vegas,Denver,Carrier C,3987,3.05,12160.35,43.2,In Transit
R8863,Houston,Las Vegas,Carrier A,3287,2.54,8348.98,45.44,Pending
R8864,Boston,Seattle,Carrier C,373,1.9,708.7,4.95,Delivered
R8865,Atlanta,San Francisco,Carrier A,1995,2.88,5745.6,33.0,Delivered
R8866,Boston,Las Vegas,Carrier A,1587,3.5,5554.5,20.81,Delivered
R8867,Las Vegas,Houston,Carrier C,2868,2.49,7141.32,38.82,In Transit
R8868,Detroit,Dallas,Carrier B,2263,3.07,6947.41,30.2,Delivered
R8869,Los Angeles,Seattle,Carrier A,2764,2.71,7490.44,37.11,Pending
R8870,Seattle,Houston,Carrier A,1184,1.86,2202.24,13.6,Pending
R8871,New York,Dallas,Carrier C,3681,3.47,12773.07,47.84,In Transit
R8872,Miami,Dallas,Carrier A,4506,1.77,7975.62,50.49,Delivered
R8873,Houston,Phoenix,Carrier A,606,1.8,1090.8,6.99,In Transit
R8874,Houston,Los Angeles,Carrier C,941,2.11,1985.51,14.36,Pending
R8875,Miami,Detroit,Carrier B,4041,2.96,11961.36,54.09,Delivered
R8876,Los Angeles,Las Vegas,Carrier A,4887,1.76,8601.12,52.04,In Transit
R8877,Los Angeles,Boston,Carrier A,4846,3.08,14925.68,58.35,Pending
R8878,Las Vegas,Houston,Carrier C,3622,2.25,8149.5,41.31,Delivered
R8879,Los Angeles,Atlanta,Carrier C,934,3.0,2802.0,13.74,Delivered
R8880,Seattle,San Francisco,Carrier C,2191,2.38,5214.58,30.73,Delivered
R8881,Dallas,San Francisco,Carrier A,557,3.48,1938.36,9.24,Pending
R8882,Dallas,Detroit,Carrier B,3224,1.95,6286.8,33.26,Delivered
R8883,New York,Denver,Carrier B,4154,2.51,10426.54,62.97,In Transit
R8884,Phoenix,Phoenix,Carrier C,2872,3.19,9161.68,35.06,Delivered
R8885,Seattle,New York,Carrier C,4670,3.04,14196.8,66.0,Delivered
R8886,Los Angeles,Detroit,Carrier B,1314,1.95,2562.3,21.54,In Transit
R8887,New York,Seattle,Carrier A,553,2.26,1249.78,7.42,Pending
R8888,Chicago,Chicago,Carrier A,673,1.91,1285.43,10.21,Pending
R8889,Chicago,Denver,Carrier B,747,1.78,1329.66,8.98,In Transit
R8890,New York,Chicago,Carrier C,2687,2.96,7953.52,30.04,In Transit
R8891,Philadelphia,Philadelphia,Carrier A,3199,3.5,11196.5,48.02,Pending
R8892,Miami,Miami,Carrier B,3977,3.03,12050.31,63.64,Pending
R8893,Chicago,Seattle,Carrier A,4645,2.19,10172.55,62.36,Pending
R8894,Detroit,Miami,Carrier B,3605,2.89,10418.45,45.89,In Transit
R8895,Miami,Denver,Carrier C,1074,3.17,3404.58,13.41,Delivered
R8896,Dallas,Seattle,Carrier C,4070,2.04,8302.8,45.92,Pending
R8897,Las Vegas,Dallas,Carrier B,4485,3.33,14935.05,55.41,In Transit
R8898,San Francisco,Seattle,Carrier A,2007,2.9,5820.3,21.39,Pending
R8899,Denver,Seattle,Carrier B,3304,3.25,10738.0,52.48,In Transit
R8900,Boston,Chicago,Carrier B,4992,2.49,12430.08,59.04,Pending
R8901,Seattle,Boston,Carrier A,4131,1.78,7353.18,59.47,Pending
R8902,Detroit,Las Vegas,Carrier A,4800,1.58,7584.0,79.95,Delivered
R8903,Seattle,Phoenix,Carrier C,4865,2.37,11530.05,61.5,In Transit
R8904,Boston,Los Angeles,Carrier C,1081,2.43,2626.83,18.0,Delivered
R8905,Detroit,Las Vegas,Carrier A,1317,3.29,4332.93,17.18,In Transit
R8906,San Francisco,Denver,Carrier B,3331,3.44,11458.64,41.37,Pending
R8907,Phoenix,Phoenix,Carrier A,1496,3.09,4622.64,21.82,Pending
R8908,Dallas,Las Vegas,Carrier A,2770,3.26,9030.2,35.21,In Transit
R8909,San Francisco,Los Angeles,Carrier C,1465,2.59,3794.35,23.13,Delivered
R8910,Las Vegas,Seattle,Carrier A,2233,3.37,7525.21,31.94,Pending
R8911,New York,Philadelphia,Carrier C,4000,1.86,7440.0,42.13,Pending
R8912,Detroit,Boston,Carrier A,1005,1.68,1688.4,10.48,Delivered
R8913,Miami,Denver,Carrier A,3140,3.43,10770.2,49.45,Delivered
R8914,Detroit,Las Vegas,Carrier A,2187,1.87,4089.69,34.31,In Transit
R8915,Seattle,Miami,Carrier A,1798,2.28,4099.44,19.45,In Transit
R8916,Miami,Houston,Carrier A,4428,2.16,9564.48,59.91,In Transit
R8917,Denver,Seattle,Carrier B,2918,2.01,5865.18,42.29,In Transit
R8918,Atlanta,Atlanta,Carrier C,3925,1.5,5887.5,44.44,Delivered
R8919,Chicago,Boston,Carrier C,2083,1.63,3395.29,32.31,Pending
R8920,Las Vegas,Chicago,Carrier A,1751,2.04,3572.04,19.26,Delivered
R8921,New York,Boston,Carrier C,3445,1.86,6407.7,54.35,In Transit
R8922,Las Vegas,Los Angeles,Carrier A,3518,1.66,5839.88,44.76,Delivered
R8923,Chicago,Denver,Carrier C,2189,2.98,6523.22,23.54,Pending
R8924,San Francisco,Las Vegas,Carrier C,3713,2.73,10136.49,49.13,Pending
R8925,San Francisco,Boston,Carrier A,1148,2.8,3214.4,14.32,In Transit
R8926,Boston,Boston,Carrier A,1529,3.17,4846.93,25.48,Delivered
R8927,Seattle,Seattle,Carrier B,3243,1.57,5091.51,51.19,In Transit
R8928,Las Vegas,Phoenix,Carrier A,3006,2.74,8236.44,33.79,Pending
R8929,Philadelphia,New York,Carrier C,1070,2.21,2364.7,16.44,In Transit
R8930,Seattle,Miami,Carrier C,4869,2.22,10809.18,75.6,Pending
R8931,Denver,Miami,Carrier A,2102,1.88,3951.76,25.6,In Transit
R8932,Phoenix,Denver,Carrier C,3123,2.82,8806.86,33.14,Pending
R8933,Philadelphia,Seattle,Carrier A,4651,1.75,8139.25,47.8,In Transit
R8934,Denver,San Francisco,Carrier C,1281,3.44,4406.64,19.29,In Transit
R8935,Las Vegas,Boston,Carrier A,832,2.81,2337.92,9.26,In Transit
R8936,Phoenix,Dallas,Carrier C,763,1.9,1449.7,8.88,In Transit
R8937,Denver,Las Vegas,Carrier A,1921,2.46,4725.66,26.17,In Transit
R8938,Las Vegas,New York,Carrier C,3415,2.45,8366.75,39.29,In Transit
R8939,Dallas,Denver,Carrier C,2801,1.7,4761.7,29.93,Pending
R8940,Houston,Denver,Carrier B,4514,2.07,9343.98,47.22,Delivered
R8941,Seattle,San Francisco,Carrier A,300,1.72,516.0,3.08,Delivered
R8942,Detroit,Miami,Carrier B,4087,3.42,13977.54,48.22,In Transit
R8943,Detroit,Philadelphia,Carrier C,2087,3.5,7304.5,33.46,Pending
R8944,Boston,San Francisco,Carrier C,1024,2.35,2406.4,10.9,Pending
R8945,Denver,Philadelphia,Carrier A,316,1.75,553.0,4.72,Delivered
R8946,Philadelphia,Houston,Carrier C,2986,1.6,4777.6,34.75,Delivered
R8947,Houston,Atlanta,Carrier C,3199,2.76,8829.24,52.47,Delivered
R8948,Chicago,Dallas,Carrier C,1625,2.48,4030.0,17.42,In Transit
R8949,Miami,Miami,Carrier A,4252,1.53,6505.56,54.65,Pending
R8950,Chicago,Chicago,Carrier A,3868,1.9,7349.2,46.12,Delivered
R8951,Boston,Houston,Carrier A,1803,1.54,2776.62,26.18,Pending
R8952,Philadelphia,San Francisco,Carrier B,4612,1.85,8532.2,72.37,Pending
R8953,Dallas,New York,Carrier A,2218,3.25,7208.5,24.08,Pending
R8954,New York,Phoenix,Carrier A,1010,2.02,2040.2,14.13,Pending
R8955,Houston,Las Vegas,Carrier A,842,2.5,2105.0,10.16,Pending
R8956,Chicago,Philadelphia,Carrier C,4314,2.5,10785.0,47.96,Delivered
R8957,Chicago,Dallas,Carrier C,3877,3.21,12445.17,58.72,Pending
R8958,Atlanta,Denver,Carrier A,2260,2.45,5537.0,24.21,Pending
R8959,Atlanta,Las Vegas,Carrier A,4963,3.23,16030.49,52.82,Pending
R8960,Boston,Chicago,Carrier B,2439,1.56,3804.84,28.19,Pending
R8961,Seattle,Chicago,Carrier C,368,1.89,695.52,4.21,In Transit
R8962,Phoenix,San Francisco,Carrier A,4307,1.5,6460.5,66.83,Pending
R8963,Atlanta,New York,Carrier A,525,2.9,1522.5,5.38,Delivered
R8964,Chicago,Denver,Carrier C,2462,3.15,7755.3,29.29,Pending
R8965,Las Vegas,Phoenix,Carrier C,2915,2.44,7112.6,33.95,In Transit
R8966,Atlanta,Atlanta,Carrier B,3528,2.23,7867.44,53.24,In Transit
R8967,New York,Seattle,Carrier A,1511,2.28,3445.08,15.47,In Transit
R8968,Philadelphia,Chicago,Carrier A,2511,1.54,3866.94,33.32,Delivered
R8969,Denver,Detroit,Carrier B,3385,2.42,8191.7,41.89,Pending
R8970,Phoenix,Los Angeles,Carrier C,4567,2.43,11097.81,55.88,Pending
R8971,Philadelphia,Las Vegas,Carrier A,508,3.42,1737.36,7.13,Pending
R8972,Phoenix,Houston,Carrier A,1453,2.11,3065.83,16.83,Delivered
R8973,Denver,New York,Carrier B,4445,2.93,13023.85,48.11,In Transit
R8974,Dallas,Dallas,Carrier A,877,2.97,2604.69,11.74,In Transit
R8975,Detroit,Seattle,Carrier A,501,2.19,1097.19,5.82,In Transit
R8976,Chicago,San Francisco,Carrier A,2850,1.55,4417.5,41.45,Delivered
R8977,Seattle,Boston,Carrier A,1744,2.07,3610.08,24.28,In Transit
R8978,Dallas,Seattle,Carrier C,3868,3.25,12571.0,53.19,In Transit
R8979,Seattle,New York,Carrier B,592,1.82,1077.44,7.21,Delivered
R8980,Atlanta,Miami,Carrier B,2652,1.84,4879.68,31.59,Delivered
R8981,Las Vegas,Miami,Carrier C,4086,2.35,9602.1,42.06,In Transit
R8982,Dallas,Denver,Carrier B,1625,2.85,4631.25,22.9,In Transit
R8983,New York,Phoenix,Carrier C,4275,2.5,10687.5,62.75,Delivered
R8984,Los Angeles,Detroit,Carrier B,3321,2.01,6675.21,37.09,Pending
R8985,Philadelphia,Phoenix,Carrier A,868,3.5,3038.0,13.17,Pending
R8986,Miami,Phoenix,Carrier B,1476,2.85,4206.6,15.81,In Transit
R8987,Seattle,Atlanta,Carrier A,2636,1.57,4138.52,31.04,In Transit
R8988,San Francisco,Denver,Carrier C,3334,3.23,10768.82,46.5,Pending
R8989,Philadelphia,Las Vegas,Carrier B,3155,2.01,6341.55,32.18,Pending
R8990,Los Angeles,San Francisco,Carrier B,3560,1.79,6372.4,41.62,Delivered
R8991,Atlanta,Seattle,Carrier B,807,2.4,1936.8,8.74,Pending
R8992,Detroit,Denver,Carrier A,2171,3.15,6838.65,25.96,Delivered
R8993,New York,Houston,Carrier C,4326,2.53,10944.78,44.17,Pending
R8994,Miami,Las Vegas,Carrier A,4959,1.8,8926.2,77.89,Pending
R8995,Seattle,Dallas,Carrier A,4527,2.42,10955.34,65.49,Delivered
R8996,Detroit,Phoenix,Carrier A,496,3.0,1488.0,5.1,In Transit
R8997,Miami,Miami,Carrier C,4212,2.01,8466.12,48.53,Pending
R8998,Las Vegas,New York,Carrier A,4609,3.5,16131.5,48.93,In Transit
R8999,Miami,Los Angeles,Carrier C,2396,1.54,3689.84,32.17,Pending
R9000,San Francisco,Seattle,Carrier B,3361,2.22,7461.42,34.7,In Transit
R9001,Dallas,Atlanta,Carrier B,1734,3.0,5202.0,27.21,Delivered
R9002,Seattle,Denver,Carrier A,4651,2.5,11627.5,57.99,Pending
R9003,San Francisco,Los Angeles,Carrier A,866,2.46,2130.36,9.69,Pending
R9004,Dallas,Dallas,Carrier A,2165,1.73,3745.45,34.16,In Transit
R9005,San Francisco,Miami,Carrier C,1988,2.42,4810.96,30.54,Delivered
R9006,Los Angeles,Atlanta,Carrier C,3511,2.13,7478.43,43.12,In Transit
R9007,Denver,Atlanta,Carrier A,3064,2.49,7629.36,31.88,Delivered
R9008,Detroit,Las Vegas,Carrier A,801,2.4,1922.4,9.25,Delivered
R9009,Seattle,Los Angeles,Carrier A,3804,2.44,9281.76,54.74,Delivered
R9010,Chicago,Detroit,Carrier A,3466,2.84,9843.44,43.56,Pending
R9011,Las Vegas,Chicago,Carrier A,4666,2.61,12178.26,50.58,In Transit
R9012,Chicago,Denver,Carrier A,3053,1.66,5067.98,49.19,In Transit
R9013,Las Vegas,Detroit,Carrier B,863,3.08,2658.04,12.9,Pending
R9014,Denver,Las Vegas,Carrier A,500,2.82,1410.0,8.21,Delivered
R9015,Los Angeles,Detroit,Carrier A,4429,2.37,10496.73,59.38,Pending
R9016,Los Angeles,Miami,Carrier A,2939,2.31,6789.09,29.68,In Transit
R9017,New York,Chicago,Carrier C,1206,2.99,3605.94,15.95,In Transit
R9018,Denver,Las Vegas,Carrier C,2135,2.09,4462.15,30.02,In Transit
R9019,Los Angeles,Dallas,Carrier A,1791,2.1,3761.1,21.43,In Transit
R9020,Detroit,Miami,Carrier A,1567,2.77,4340.59,19.23,Delivered
R9021,Dallas,Denver,Carrier C,2523,2.65,6685.95,27.06,In Transit
R9022,Miami,Las Vegas,Carrier C,4479,1.71,7659.09,54.84,In Transit
R9023,Chicago,Atlanta,Carrier B,579,3.45,1997.55,5.89,Pending
R9024,New York,Seattle,Carrier C,4069,2.49,10131.81,66.64,Pending
R9025,Atlanta,Los Angeles,Carrier A,3791,1.57,5951.87,53.0,Pending
R9026,Dallas,Atlanta,Carrier A,3857,2.23,8601.11,44.62,Pending
R9027,Dallas,Dallas,Carrier A,3243,2.39,7750.77,53.18,Delivered
R9028,Detroit,Boston,Carrier A,2812,1.56,4386.72,32.86,Delivered
R9029,Seattle,Detroit,Carrier B,2706,3.44,9308.64,41.4,In Transit
R9030,Philadelphia,San Francisco,Carrier B,386,1.64,633.04,3.97,Delivered
R9031,Philadelphia,Dallas,Carrier A,1522,3.05,4642.1,19.13,In Transit
R9032,Las Vegas,Las Vegas,Carrier C,3849,1.61,6196.89,50.19,In Transit
R9033,Miami,Boston,Carrier A,3538,2.87,10154.06,48.23,Delivered
R9034,Denver,Las Vegas,Carrier A,4778,2.73,13043.94,62.69,Pending
R9035,Philadelphia,San Francisco,Carrier B,2114,2.92,6172.88,21.69,In Transit
R9036,New York,Boston,Carrier C,3096,2.21,6842.16,31.99,Pending
R9037,Boston,Miami,Carrier B,1388,2.2,3053.6,15.08,In Transit
R9038,Detroit,Detroit,Carrier A,500,1.89,945.0,5.04,Pending
R9039,San Francisco,Los Angeles,Carrier C,356,1.83,651.48,4.51,Pending
